X1,X2,X4,X5,X6,X12,X15,X16,X17,X18,X21,X22,X24,X25,X26,X27,X29,X31,X34,X35,X36,X37,X38,X40,X41,X42,X45,X46,X47,X48,X52,X58,X59,X61,X66,X64,X65
0.22447,0.40297,1.9822,-0.70678,0.35237,1.4175,395.32,0.9233,2.4816,0.27857,1.4244,0.30233,0.43835,0.58391,0.78905,1.8861,3.6845,0.14851,0.75024,0.30233,1.9364,0.96517,0.79035,0.78464,0.033471,0.16117,1.1796,1.0139,43.333,0.20883,0.12261,0.85449,0.35356,41.637,38.24,3.0728,0
0.1619,0.022318,0.98571,-3.2559,0.38136,8.669,34.944,10.445,44.807,0.19347,1.219,0.17009,0.46065,0.9776,9.0308,12.531,4.0952,0.62596,7.6213,0.17009,0.33654,3.4383,0.9776,0.4724,0.003498,0.55031,0.40917000000000003,0.98571,0.0,0.13045,0.16442,0.43916,0.0,26.98,26.355,0.31603,0
0.32892,0.26905,2.4883,18.748,0.68902,1.4294,240.53,1.5175,3.7168,0.32892,1.1638,0.32248,0.68902,0.73046,1.5175,0.66277,3.7246,0.063378,1.1986,0.32248,5.1988,13.594,0.7694,1.7302,0.022012,0.062138,7.6237,2.3008,3.2365,0.24312,0.047291,0.93755,0.053316,39.526,16.183,12.142,0
0.026654,0.72867,0.87624,755.17,0.0,0.1011,1794.3,0.20342,1.3724,0.035091,1.2227,0.083797,0.052924,0.26098,0.19184,1.7205,3.7173,0.030458,3.3332,0.055225,2.4805,0.54325,0.6349,0.032597,0.12334,0.033782,0.25,0.56906,16.022,-0.029338,0.1429,0.99876,1.3399,13.322,51.071,3.5646,0
0.060692,0.64341,1.2385,-0.68281,0.19107,0.11086,2191.6,0.16655,1.5542,0.071331,1.163,0.079969,0.24642,0.30236,0.15001,0.55732,4.6574,0.047153,0.12429,0.079969,1.533,3.4383,0.30236,0.39189,0.18268,0.052864,0.4007,1.0031,38.53,0.04414,0.44841,0.94853,0.0,3.847,155.25,7.4463,0
0.15904,0.51538,1.0171,-17.09,0.32985,0.40021,652.33,0.55953,1.9403,0.20266,1.3196,0.18617,0.41147,0.45544,0.4749,0.53339,4.6753,0.05517,0.36124,0.18617,3.7118,38.376,0.46443,0.25406,0.06232,0.050682,0.93567,0.68147,17.774,0.10046,0.14508,0.95019,0.019745,16.972,50.316,7.575,0
0.079723,0.73968,1.3352,23.512,0.0,0.13193,221.25,1.6497,1.3519,0.079723,0.94917,0.0,0.18384,0.22481,1.6497,0.0,4.4039,0.042473,0.64053,0.005517,4.2175,20.235,0.28828,0.15756,0.021618,0.0,0.33073,0.93631,185.71,-1.1405,1.2754,0.11541,0.10741,8.9626,52.295,21.833,0
0.1768,0.15337,2.454,17.967,0.30873,1.2544,261.08,1.3981,6.5201,0.18992,1.3409,0.19688,0.34702,0.81036,1.3125,1.8217,5.4079,0.14675,1.2837,0.19688,1.3273,106.97,0.81233,0.3144,0.022777,0.15213,1.0958,1.3883,54.492,0.17238,0.1401,0.83506,0.002425,7.9596,42.701,2.0593,0
0.15298,0.2613,3.465,-3.581,0.34868,0.77336,393.02,0.92871,3.827,0.20208,1.3813,0.20271,0.44798,0.53759,0.7408,0.38388,3.9226,0.036848,0.77578,0.20271,5.4883,0.0,0.53759,2.7364,0.035308,0.036964,0.40917000000000003,3.465,0.0,0.16212,0.049483,0.9629,0.0,28.804,17.391,57.983,0
0.048442,0.2066,3.8116,80.2,0.15303,0.28791,727.36,0.50181,4.8402,0.058233,0.90952,0.075209,0.19385,0.79249,0.45442,0.61234,4.0198,0.044767,0.36403,0.075209,1.3076,113.62,0.79683,1.0072,0.056298,0.057817,0.17436,2.438,82.562,0.029766,0.16468,0.9442,0.005477,4.4948,56.754,5.679,0
0.037275,0.72716,0.76997,-35.458,0.0,0.06752,2680.6,0.13616,1.3752,0.046018,0.96192,0.12017,0.075756,0.23165,0.12414,1.6206,3.0842,0.015274,5.7045,0.10559,4.2537,6.1679,0.31845,0.064146,0.13997,0.028251,0.1531,0.41274,21.423,0.067175,0.1643,0.98926,0.16716,17.904,58.482,8.9509,0
0.065315,0.20341,1.1362,-38.347,0.2724,0.4009,599.62,0.60872,4.9161,0.07068,0.93471,0.071498,0.2583,0.79659,0.58235,1.2864,5.4392,0.11124,0.35149,0.071498,0.63978,4.5911,0.8237,0.021785,0.053655,0.11253,0.86117,0.706,49.806,0.018356,0.31719,0.87481,0.034034,5.2671,101.28,0.79451,0
0.22003,0.5273,1.1546,-10.221,-0.018955,1.0807,582.04,0.62711,1.8965,0.27072,10.369249164322722,0.28387,0.27072,0.42735,0.53096,19.202,4.0424,0.19921,1.4997,0.63677,1.4186,1.0749,0.69182,0.058653,0.051121,0.2001,4.098,0.94026,24.783,0.22393,0.31678,0.54374,0.46355,6.4238,64.45,1.9959,0
0.025854,0.36366,0.82304,-74.688,0.058007,0.094744,2428.0,0.15033,2.7498,0.034455,1.1561,0.035406,0.064895,0.61757,0.12668,0.53621,5.5146,0.049436,0.097361,0.035406,0.70653,3.4383,0.61757,0.11449,0.21496,0.050802,0.39924,0.64496,35.797,0.015192,0.55075,0.94742,0.0,3.6128,190.45,0.99465,0
0.13857,0.62863,1.6579,-41.357,0.22396,0.29971,1298.8,0.28102,1.5908,0.1725,10.369249164322722,0.20813,0.1725,0.36253,0.22703,5.835,3.7524,0.081492,3.3198,0.20757,2.2945,6.5079,0.42443,0.041629,0.098707,0.09071,0.22753,0.59986,106.51,0.20398,0.2758,0.92571,0.14286,7.1412,91.56,50.159,0
0.004581,0.49028,1.0488,-45.235,0.010585,0.03068,2063.4,0.1769,2.0397,0.013566,1.2199,0.033232,0.027072,0.48507,0.15857,0.26084,4.2089,0.010402,0.067782,0.033232,1.3111,6.1298,0.53315,0.041251,0.1515,0.025481,0.027103,0.66659,48.421,-0.03993,0.34708,0.97687,0.099133,4.7165,123.75,2.4322,0
0.078471,0.84636,1.6272,26.155,0.13627,0.14892,3929.5,0.092887,1.1815,0.056519,1.1537,0.1006,0.11928,0.15364,0.11882,0.64688,5.395,0.034236,0.11886,0.1006,1.6581,1.0517,0.62048,0.14688,0.22679,0.060934,0.61994,1.2937,29.71,0.078499,0.24405,0.94197,3.0386,3.793,83.909,4.3167,0
0.22154,0.6847,1.1552,-3.8763,0.27656,0.33569,1010.2,0.3613,1.4605,0.22154,1.7491,0.22748,0.27656,0.3153,0.3613,1.1114,4.1806,0.09762,0.33223,0.22748,2.2994,25.875,0.34004,0.29606,0.088864,0.10024,1.8153,0.97022,21.764,0.20164,0.32244,0.90188,0.078485,5.1008,106.14,9.5495,0
-0.030991,0.19464,2.5605,25.703,-0.05404,-0.17786,-7136.5,-0.051146,5.1378,-0.032309,0.99889,-0.004428,-0.040415,0.79558,-0.044372,-0.040859,4.0353,-0.029978,-0.022752,-0.004428,1.0859,20.247,0.80856,0.065043,0.35696,-0.004109,-0.15318,1.4467,68.138,-0.026783,0.16761,1.0056,0.016315,4.2941,61.52,2.015,0
0.1563,0.36689,1.1603,-11.2,0.27339,0.42602,635.49,0.57436,2.7256,0.1563,1.1878,0.16454,0.27339,0.63311,0.57436,0.40805,4.4812,0.037363,0.44846,0.16454,4.1996,3.4383,0.63311,0.047754,0.055088,0.039331,0.88294,0.67782,16.024,0.11011,0.090988,0.96389,0.0,18.097,32.011,7.2844,0
0.13605,0.22777,3.4137,36.275,-0.032951,0.76512,448.17,0.81442,4.3905,0.16964,1.2627,0.18204,0.37774,0.76844,0.66694,13.421,4.4251,0.16663,3.9381,0.19027,1.0873,53.415,0.77817,0.094899,0.038365,0.16743,0.31079,1.4392,178.13,0.16618,0.24718,0.84431,0.007737,3.6478,74.43,4.472,0
-0.11783,0.5401,1.2171,-34.555,0.0,-0.22193,-2719.6,-0.13421,1.8515,-0.11783,1.0039,-0.10681,-0.081307,0.448,-0.13421,-5.7603,3.6288,-0.034085,5.7178,-0.079817,3.0084,3.4383,0.4599,0.11205,-0.29285,-0.035506,-0.29144,0.45558,47.785,-0.15215,0.17192,1.0388,0.0,16.494,64.416,8.5024,0
-0.054724,0.083295,4.8905,25.104,-0.12873,-0.69021,1049.7,0.34771,12.006,-0.054724,1.3465,-0.055346,-0.17477,-0.12927,0.34771,-552.79,4.3268,-0.0925,7.6898,-0.049993,0.59053,3.4383,0.91671,1.0083,0.097967,-0.093722,-0.2038,1.5037,153.02,-0.13903,0.12378,1.0921,0.0,15.036,49.006,0.96452,0
0.23724,0.50718,0.73889,-30.846,0.59563,0.57992,477.14,0.76497,1.9717,0.29412,1.2475,0.30399,0.73952,0.33608,0.65283,1.0768,5.6893,0.094521,0.59936,0.30399,3.1676,3.4383,0.33608,0.022467,0.041912,0.097691,2.5017,0.55191,12.261,0.21013,0.17965,0.90726,0.0,11.588,59.492,4.9768,0
0.060708,0.23357,1.4703,-26.423,0.065977,0.44406,666.65,0.54751,4.2813,0.08404,1.3808,0.068792,0.091225,0.65305,0.44762,0.88471,4.271,0.099234,0.29452,0.068792,0.88878,3.1473,0.69737,0.15796,0.068176,0.081229,0.081229,0.73698,65.147,0.024948,0.2434,0.91815,0.067861,7.7283,81.567,1.1734,0
0.26516,0.38815,3.3057,40.881,0.37167,2.0068,399.48,0.91369,2.5763,0.32514,1.5315,0.34089,0.46157,0.56424,0.75916,2.8105,4.1247,0.20524,0.87826,0.34089,1.6053,1.556,0.79038,0.71769,0.034452,0.21518,1.4433,2.1718,55.283,0.31139,0.13357,0.76565,0.40077,6.7246,37.328,3.4111,0
-0.11307,0.48805,4.4569,66.379,0.0,-0.80961,779.13,0.46847,2.049,-0.11307,10.369249164322722,0.0,-0.11307,-0.10095,0.46847,1.2864499999999999,3.6579,-0.062301,4.1683,0.25478,2.8667,3.4383,0.51195,1.0265,0.047609,0.0,-0.7106,3.3176,28.549,-0.34171,0.068652,0.71022,0.0,8.959,17.782,7.5931,0
0.067164,0.33438,2.1119,11.851,0.31531,0.25982,931.29,0.39193,2.9906,0.086878,1.017,0.10325,0.39966,0.65749,0.33297,0.7029,4.6795,0.055073,0.30878,0.10325,1.5901,3.4383,0.65749,0.01037,0.074569,0.065452,0.20779,1.1453,80.316,0.059075,0.22764,0.93117,0.0,4.1568,77.369,5.3693,0
-0.017584,0.91106,1.2003,-61.519,-0.017584,-0.044088,-34409.0,-0.010608,1.0976,-0.017584,10.369249164322722,-0.00374,-0.017584,0.085303,-0.010608,-0.038586,4.3461,-0.018394,-0.004106,-0.00374,0.96717,0.48588,0.59752,0.23715,7.1668,-0.003913,-0.076501,0.624,86.547,-0.01166,0.41144,1.014,6.0047,6.1958,152.28,1.8339,0
-1.3727,1.9905,0.46628,-7.8927,0.0,-0.68963,-534.87,-0.68241,0.50238,-1.3727,10.369249164322722,-0.46621,-1.3727,-1.3727,-0.68241,-0.4562,2.1167,-0.028467,24.351,-0.4666,48.121,3.4383,-0.99052,0.088249,-0.14684,-0.009712,0.40917000000000003,0.088249,0.0,-0.48058,0.041066,1.0073,0.0,63.795,15.135,668.09,1
0.092605,0.49024,1.8942,28.706,0.12078,0.49486,1078.3,0.3385,2.0398,0.11397,1.1562,0.11768,0.15088,0.43075,0.29492,1.1583,6.4341,0.10058,0.24004,0.11768,1.1644,1.1885,0.69068,0.49318,0.095001,0.10385,0.72731,1.3414,45.743,0.065704,0.22669,0.89659,0.60345,5.8006,74.186,2.0101,0
0.086901,0.81368,1.2003,8.3726,0.0,0.11207,3068.3,0.11896,1.229,0.088635,1.0843,0.079659,0.189,0.091393,0.11683,11.637,4.1526,0.023674,4.5538,0.078965,3.7843,3.4383,0.18632,0.76418,0.30885,0.02105,1.2675,1.1136,6.7536,0.071499,0.21345,0.97679,0.0,13.692,76.284,74.716,0
0.07727,0.59369,1.3548,-49.294,0.0,0.17062,1463.2,0.24946,1.6844,0.097231,10.369249164322722,0.1056,0.097231,0.26722,0.21584,12.615,3.1912,0.032784,5.1551,0.14037,3.2015,7.6563,0.42692,0.00565,0.12647,0.032985,0.12579,0.27684,73.261,0.054733,0.1862,0.96965,0.050713,20.717,64.969,14.045,0
0.025034,0.95893,1.0136,-47.326,0.029135,0.032961,8738.0,0.041771,1.0428,0.031607,1.458,0.027632,0.036803,0.035761,0.034917,0.073752,4.6554,0.008261,0.028816,0.027632,3.8306,3.4383,0.035761,0.15125,0.87378,0.007222,0.049635,0.48764,49.136,0.019184,0.25594,0.97923,0.0,11.861,91.478,136.59,0
0.01309,0.84512,0.92071,-51.372,0.01309,0.033904,8897.0,0.041025,1.1833,0.028114,10.369249164322722,0.04771,0.028114,0.15488,0.023249,0.19997,4.0772,0.011706,0.056454,0.04771,2.461,32.718,0.17078,0.076011,0.51199,0.019865,0.053861,0.62762,37.181,0.041153,0.34756,0.9934,0.1027,5.2507,126.02,10.154,0
0.0252,0.79799,0.86431,-20.134,0.005218,0.059411,4082.9,0.089398,1.2532,0.044988,10.369249164322722,0.084261,0.044988,0.13054,0.0646,1.7531,3.6899,0.012614,5.6984,0.11139,4.6587,12.473,0.24276,0.01689,0.24048,0.018087,0.1723,0.67116,11.74,0.057911,0.16653,0.99038,0.2017,9.4031,59.329,13.483,0
0.18945,0.69291,0.80171,-54.643,0.0,0.29065,1096.6,0.33285,1.4432,0.18945,1.0828,0.19694,0.34574,0.18945,0.33285,32.924,3.8866,0.073241,3.5677,0.19622,2.6683,7.9399,0.34272,0.012467,0.096995,0.073806,0.79037,0.43396,35.391,0.15576,0.26367,0.92923,0.11601,9.7123,89.161,5.5889,0
0.22135,0.49973,1.2821,-50.569,0.35143,0.70159,459.76,0.79389,2.0011,0.28133,1.4337,0.29111,0.44285,0.50027,0.67387,1.2272,3.5768,0.10468,0.58254,0.29111,2.7287,0.88917,0.59901,0.070712,0.040415,0.10832,0.51923,0.21897,65.596,0.17571,0.16904,0.88268,0.19739,45.206,54.461,5.5309,0
0.044154,0.46158,1.737,-10.358,0.0,0.36158,1561.0,0.23382,2.1665,0.053478,1.3908,0.064026,0.054608,0.52244,0.21362,5.7408,4.2199,0.091477,1.3447,0.025125,0.64582,0.61996,0.75642,0.29153,0.12987,0.099139,0.36266,0.91383,71.595,0.009575,0.23828,0.92231,0.40491,7.0168,83.59,0.86909,0
0.025051,0.61424,0.64697,-39.063,0.12229,0.084532,2830.6,0.12895,1.628,0.028495,0.99764,0.037871,0.15748,0.37292,0.12334,0.15126,4.7457,0.011167,0.061655,0.037871,2.5551,0.28818,0.65007,0.12429,0.22797,0.014842,0.18124,0.23693,20.15,-0.01284,0.13464,0.98119,0.74317,67.199,48.219,3.2634,0
0.031284,0.60754,3.9452,42.226,0.0,0.16834,2081.5,0.17535,1.646,0.038754,10.369249164322722,0.05971,0.038754,0.35189,0.16306,2.806,3.0907,0.018034,5.3809,0.059711,3.3288,1.6052,0.76979,0.78818,0.15885,0.017937,0.10342,2.6311,33.775,-0.008069,0.070419,0.98836,0.96144,7.8462,25.242,36.262,0
0.42824,0.41856,1.9552,23.566,0.0,1.119,316.47,1.1533,2.3892,0.46835,10.369249164322722,0.5066,0.46835,0.57281,1.0575,12.59,3.763,0.14211,6.752,0.50965,3.3357,3.4383,0.58144,0.13643,0.02678,0.15187,1.9849,1.4397,27.865,0.49221,0.1481,0.85982,0.0,6.1149,45.799,18.365,0
-0.098413,0.80015,0.6695,-90.533,0.0,-0.1972,-34657.0,-0.010532,1.2498,-0.096561,10.369249164322722,-0.045303,-0.096561,0.002085,-0.012847,-0.71462,3.7041,-0.042788,1.5213,-0.021579,1.1957,0.76636,0.47541,0.02296,0.62272,-0.037888,-0.84361,0.43126,34.979,-0.13344,0.40226,1.0793,1.3788,5.9806,149.48,1.7789,0
0.19754,0.34649,2.037,21.315,0.39241,0.81503,394.8,0.92451,2.8861,0.24583,1.2876,0.26767,0.48959,0.54467,0.78515,0.98523,4.1724,0.082934,0.77253,0.26767,2.9855,10.21,0.58954,0.43261,0.033291,0.090302,1.2637,1.5187,21.002,0.19317,0.11102,0.91656,0.082375,9.0485,37.141,7.687,0
-0.023754,0.61308,0.66721,-16.507,0.0,-0.047299,-9420.5,-0.038745,1.6311,-0.023754,10.369249164322722,0.0,0.16447,0.047387,-0.038745,0.0,3.349,-0.011653,6.2674,0.004494,4.0903,3.3391,0.48625,0.29062,0.088642,0.0,-6.9812,0.66044,0.32322,0.0,0.1307,0.94482,0.25672,22.024,44.814,6.1516,0
0.92046,0.2055,2.7657,45.87,0.0,4.4791,78.098,4.6736,4.8661,0.92046,10.369249164322722,0.92089,0.92046,0.7945,4.6736,178.5,3.3666,0.34071,8.6339,0.92734,2.7016,3.4383,0.7945,0.57531,0.007129,0.34087,7.434,2.1632,25.471,0.88091,0.11582,0.66059,0.0,8.2793,27.764,6.259,0
0.10649,0.49847,1.2636,3.201,0.18861,0.28303,1001.1,0.36459,2.0061,0.13944,1.2963,0.14379,0.24947,0.43512,0.29849,1.0887,5.3672,0.095466,0.28845,0.14379,1.4881,87.715,0.44094,0.38058,0.088067,0.098444,0.94813,1.0357,31.041,0.10148,0.37304,0.9042,0.013368,4.5257,123.12,3.8695,0
0.10005,0.54677,1.2033,-323.77,0.0,0.28577,1325.1,0.27545,1.8289,0.12947,10.369249164322722,0.13687,0.12947,0.32218,0.22165,18.5,3.7541,0.072841,3.1898,0.13511,1.879,3.9586,0.54694,0.034215,0.11535,0.072841,0.57432,0.81882,36.459,0.11573,0.25977,0.93213,0.20676,5.2859,88.008,4.1313,0
0.030542,0.51587,1.5193,2.8678,0.0,0.076431,1875.3,0.19464,1.9385,0.038831,10.369249164322722,0.068294,0.038831,0.46906,0.17857,1.7757,3.521,0.014381,6.3831,0.039477,3.3324,3.4383,0.48412,0.25392,0.13241,0.020494,0.13304,1.0674,25.446,0.006716,0.15429,0.9885,0.0,8.0628,55.649,14.607,0
0.022135,0.37467,1.7283,0.497,0.04626,0.15657,1412.9,0.25834,2.669,0.035879,0.98857,0.038723,0.080365,0.50036,0.22165,0.23476,4.5245,0.021135,0.10335,0.038723,1.7356,1.592,0.64587,0.19147,0.12363,0.02281,0.13466,1.011,36.373,-0.02219,0.13893,0.97162,0.29083,9.0401,49.27,2.8108,0
0.093714,0.17644,4.5199,352.2,0.25946,0.69859,469.61,0.77724,5.6678,0.11741,1.1766,0.11286,0.32479,0.44444,0.64292,2.2156,5.5231,0.18782,0.63965,0.11286,0.6531,82.834,0.4528,2.9219,0.043753,0.18053,1.399,4.1213,48.0,0.093137,0.32996,0.81483,0.018815,3.101,98.135,2.6011,0
-0.43346,2.0321,1.302,7.0315,-2.2619,-0.81268,-2156.5,-0.16925,0.49211,-0.43346,0.92771,-0.38617,-1.4904,-2.6954,-0.16925,-5.0871,4.8359,-0.18813,1.0502,-0.23352,1.9005,0.45014,0.27784,0.14949,-0.22834,-0.20319,-4.1354,1.1055,17.927,-0.4757,0.24994,1.2193,-1.2692,3.7271,102.44,6.2203,0
0.20794,0.26051,2.3612,-71.987,0.00794,1.0768,84.827,4.3029,3.8386,0.20794,0.9274,0.0,0.52013,0.59477,4.3029,0.0,4.4566,0.31958,0.44747,0.009716,1.4673,5.6627,0.80181,0.4035,0.009511,0.0,2.018,1.8276,322.63,-0.91302,1.6565,0.09843,0.084276,5.336,48.033,2.697,0
0.2791,0.38757,2.0195,20.857,0.0,0.92831,356.82,1.0229,2.5802,0.35408,10.369249164322722,0.35841,0.35408,0.58483,0.82946,34.283,3.2581,0.10776,7.6073,0.35353,3.3019,3.4383,0.61243,0.32595,0.032234,0.10855,1.3098,1.4608,26.378,0.31603,0.12937,0.89313,0.0,7.628,42.163,14.373,0
0.039916,0.35355,3.8139,29.238,0.0,0.31917,2938.5,0.12421,2.8285,0.039916,1.399,0.0,-0.049945,0.07304,0.12421,0.0,3.6149,0.043375,4.808,0.053409,1.9576,3.4383,0.64645,0.4286,2.9465,0.0,0.18878,2.1232,45.402,-0.004,0.073572,0.87348,0.0,9.2368,23.318,3.7428,0
-0.004832,0.78903,1.0619,-76.058,0.078719,-0.011011,4036.4,0.090428,1.2674,-0.004832,1.3979,9.9e-05,0.002194,0.073887,0.090428,0.020745,4.5468,-0.008713,1.2272,0.014874,1.2319,0.75582,0.54813,0.095402,0.34479,8e-05,-0.022882,0.58074,79.595,-0.076083,0.45318,0.78994,1.5982,5.7844,130.01,2.307,0
0.28661,0.65559,0.81061,-50.155,-0.03457,0.4428,704.16,0.51835,1.5254,0.28661,0.82284,0.30902,0.53141,0.25204,0.51835,13.439,3.3355,0.080775,5.2394,0.30833,3.7432,3.4383,0.34441,0.002211,0.060328,0.082554,0.82228,0.27211,37.038,0.25581,0.18843,0.92449,0.0,21.428,63.113,7.8751,0
0.030371,0.87445,1.095,-77.795,0.0,0.044793,5808.9,0.062834,1.1436,0.038519,10.369249164322722,-0.020508,0.038519,0.051194,0.053516,-7.5128,3.9068,0.020809,2.2466,0.003018,1.9676,104.09,0.12991,0.032448,-7.1399,-0.010423,0.062313,0.52824,90.553,-0.036935,0.43773,0.98109,0.034761,4.6148,159.53,33.724,0
0.067682,0.44489,3.1328,-2.445,0.067682,0.61803,1637.9,0.22285,2.2477,0.067682,10.369249164322722,0.078634,0.067682,0.55304,0.22285,1.3138,4.131,0.099882,0.17675,0.078634,0.68281,0.32533,0.88842,0.49831,0.13286,0.11604,0.28928,0.99633,142.69,0.047173,0.18298,0.88324,0.60643,12.424,58.989,1.0315,0
0.059373,0.28546,2.9416,75.9,0.20475,0.22445,1010.3,0.36129,3.5031,0.064074,0.63094,0.0435,0.20966,0.71308,0.34483,0.19934,4.8821,0.028824,0.15238,0.0435,2.2568,3.4383,0.71308,1.3445,0.11367,0.019569,0.5803,2.5832,17.113,0.004437,0.13081,0.98168,0.0,6.2866,46.872,13.87,0
0.24341,0.36781,2.5115,15.979,0.0,0.83563,387.93,0.94089,2.7188,0.30467,10.369249164322722,0.37578,0.30467,0.58492,0.77433,4.71,3.3254,0.048316,16.446,0.34662,6.3959,3.4383,0.63219,0.7942,0.029389,0.058753,0.92202,1.7874,15.929,0.33438,0.060272,0.95379,0.0,17.662,20.807,75.862,0
0.049305,0.27286,1.4279,27.256,0.002362,0.18089,1421.2,0.25683,3.6648,0.049357,1.6145,0.049091,0.00359,0.72507,0.25663,0.31615,4.3084,0.030832,0.17991,0.049091,1.6024,3.4383,0.72507,0.14493,0.1285,0.030666,0.40917000000000003,1.4279,0.0,0.02837,0.17572,0.96999,0.0,4.573,62.214,2.6227,0
0.006096,0.65099,1.0019,-302.89,0.004412,0.011116,20567.0,0.017747,1.5361,0.006096,1.023,0.0,0.038862,0.26081,0.017747,0.0,4.6411,0.015582,0.87795,0.002502,0.99536,6.3052,0.36083,0.013282,3.9767,0.0,0.012836,0.13589,303.29,-0.005457,0.95951,0.57571,0.033864,14.804,201.1,2.2091,0
0.02699,0.38993,2.1376,-26.446,0.0,0.12157,838.8,0.43515,2.5646,0.039246,1.1709,0.051905,0.069593,0.55417,0.40372,3.8453,3.827,0.024811,5.0445,0.055523,2.0225,3.6681,0.66169,0.011076,0.071284,0.025664,0.053908,0.58661,92.906,-0.078525,0.16412,0.98062,0.084621,10.886,58.258,6.5252,0
-0.15988,0.98132,0.6628,-270.58,0.0,-0.28561,-3464.0,-0.10537,1.019,-0.15988,10.369249164322722,-0.11041,-0.15988,-0.078198,-0.10537,-2.2049,3.8888,-0.21037,0.63745,-0.097253,0.52829,0.31604,0.44023,0.053293,-0.60643,-0.209,-0.67235,0.23801,138.75,-0.16689,0.89485,1.2494,22.571,5.1093,386.75,0.83991,0
0.023388,0.70273,0.88717,-28.805,0.16248,0.058312,1810.6,0.20159,1.423,0.03585,1.4477,0.039609,0.20742,0.25235,0.18386,0.13361,4.7782,0.011943,0.056365,0.039609,3.043,4.5376,0.34028,0.059047,0.15887,0.013196,0.15967,0.64892,18.035,-0.066205,0.20739,0.98763,0.34841,8.2769,74.759,6.6034,0
0.099527,0.28466,1.7876,-3.258,0.0,0.56929,581.95,0.62721,3.513,0.12453,1.1052,0.12792,0.24459,0.23122,0.53935,7.6292,3.9614,0.069958,6.6429,0.12888,2.0198,3.2569,0.77883,0.14391,0.052156,0.063334,0.54006,0.94513,35.573,0.07392,0.11569,0.93876,0.088741,11.524,39.531,3.3168,0
0.2303,0.1617,2.5294,24.781,0.48695,1.43,234.49,1.5566,6.1843,0.23123,1.2421,0.23123,0.48799,0.8383,1.5508,2.6283,4.8095,0.20784,1.43,0.23123,1.114,3.4383,0.8383,0.004993,0.021121,0.20784,1.224,1.3658,78.063,0.21076,0.1838,0.79079,0.0,5.0559,53.052,1.8825,0
0.13408,0.68193,1.6047,-27.473,0.25486,0.50003,1162.6,0.31396,1.4664,0.16792,1.1285,0.18294,0.32596,0.31807,0.26433,1.4031,4.9929,0.11323,0.26827,0.18294,1.5102,0.70311,0.66419,0.079792,0.097851,0.12337,0.45372,0.72469,82.723,0.13676,0.25755,0.87927,1.0882,6.8474,82.656,3.2158,0
0.023117,0.44816,1.8873,84.664,0.12367,0.070099,3506.2,0.1041,2.2313,0.029467,1.0032,0.053943,0.15536,0.51991,0.089931,0.46857,4.8533,0.024763,0.12037,0.053943,1.2346,24.862,0.54771,0.016108,0.20714,0.045332,0.22617,1.6441,32.406,0.036757,0.36514,0.96745,0.053469,1.7388,128.94,5.758,0
0.10406,0.51271,1.1146,-19.789,0.0,0.27318,921.12,0.39626,1.9504,0.1315,1.126,0.14562,0.25311,0.44332,0.34272,10.288,3.5743,0.042629,6.3751,0.14608,3.4146,10.195,0.51863,0.27922,0.078655,0.042645,0.47941,0.66369,24.238,0.073957,0.14727,0.96161,0.064308,18.45,51.455,7.3676,0
0.023227,0.64808,1.1496,-13.052,0.0,0.052603,9798.5,0.037251,1.543,0.023227,1.2724,0.0,0.057803,0.34751,0.037251,1.2864499999999999,4.0551,0.035966,2.0155,0.000552,1.2916,3.6282,0.46103,0.19655,23.616,0.0,0.2079,0.8966,31.22,-0.000915,0.33805,1.0113,0.31006,4.1784,124.78,2.6231,0
0.16883,0.3829,1.445,-17.696,0.30862,0.54001,579.7,0.62964,2.6116,0.20677,1.3376,0.213,0.38011,0.56917,0.53056,0.89569,4.3226,0.081018,0.55628,0.213,2.6576,3.4383,0.56917,0.11642,0.050899,0.08346,0.5938,0.70245,43.64,0.17868,0.16101,0.9318,0.0,11.373,54.762,5.7133,0
0.043592,0.20179,2.0466,29.247,0.10083,0.21602,591.74,0.61683,4.9556,0.043592,1.5932,0.051738,0.10083,0.66024,0.61683,0.49825,4.2658,0.041365,0.25639,0.051738,1.0939,3.4383,0.66024,0.38599,0.050026,0.049095,0.34527,1.421,44.379,-0.02914,0.19433,0.98536,0.0,5.0459,69.892,1.7952,0
0.13612,0.34831,2.5211,94.084,0.0,0.59877,605.05,0.60326,2.871,0.18187,10.369249164322722,0.15656,0.18187,0.38445,0.47192,291.31,3.7366,0.097694,4.9431,0.15328,1.9043,109.97,0.6583,1.7749,0.062824,0.083961,7.2208,1.837,3.9964,0.12831,0.17641,0.90412,0.010425,8.9726,59.457,7.9671,1
0.27691,0.18425,5.0904,112.89,0.65554,1.6682,210.06,1.7376,5.4273,0.30737,1.0417,0.3224,0.75268,0.75582,1.5723,2.4696,4.9366,0.18881,1.7498,0.3224,1.6649,3.4383,0.75582,1.239,0.018072,0.19805,1.0071,3.5981,76.875,0.30962,0.14113,0.80196,0.0,3.7451,41.312,26.225,0
0.060209,0.85271,0.94102,-66.278,0.085077,0.088232,2569.2,0.14207,1.1727,0.075237,1.1764,0.079797,0.10847,0.11361,0.12444,0.3904,4.9056,0.035414,0.09358,0.079797,2.1279,3.4383,0.11361,0.098544,0.22302,0.037561,0.18986,0.56911,56.631,0.033892,0.41718,0.96212,0.0,5.2945,146.5,10.753,0
